,Date,Close,High,Low,Open,Volume,50_MA,200_MA,RSI,Bollinger_Upper,Bollinger_Lower,MACD,MACD_Signal
31,2015-02-13,28.380483627319336,28.42514848436464,28.061124958265673,28.42514848436464,217088800,,,75.94371663048163,28.78724209008472,23.321841276309325,0.911418553344145,0.6805679455010653
32,2015-02-17,28.54798126220703,28.782476036653325,28.34475223050622,28.472048955642872,252609600,,,88.85127466069096,28.99094686838368,23.61518983510753,0.9660722732965858,0.7376688110601695
33,2015-02-18,28.74673843383789,28.760137549027505,28.4631113340549,28.503310383478674,179566800,,,85.82307343956484,29.23636300623891,23.82597429692271,1.0137380416709405,0.7928826571823238
34,2015-02-19,28.686447143554688,28.815977639973614,28.659648905575196,28.69314670304956,149449600,,,81.2190915236914,29.414599733984375,24.079445523583985,1.0347208849995262,0.8412503027457643
35,2015-02-20,28.92093276977539,28.92093276977539,28.597108335362325,28.724403333073504,195793600,,,91.66704660573556,29.646465597633984,24.239337625022266,1.058074149699081,0.8846150721364276
36,2015-02-23,29.702579498291016,29.702579498291016,28.956665913703066,29.037064009555703,283896400,,,92.64220499670823,30.000302469311897,24.342521131457147,1.126666627169218,0.9330253831429858
37,2015-02-24,29.517215728759766,29.836576047162705,29.293888073938817,29.68917897713058,276912400,,,88.41070087453929,30.236886711655945,24.54175193733087,1.1527808130630532,0.9769764691269993
38,2015-02-25,28.762365341186523,29.38991887391649,28.61943578747261,29.380983859972854,298846800,,,73.45253277475287,30.114755422045853,25.112302988598678,1.0998875566998123,1.001558686641562
39,2015-02-26,29.12639617919922,29.226892955598142,28.275518247199624,28.762370963301535,365150000,,,74.41749124152459,30.195571814619985,25.379058541214977,1.0749521371489976,1.0162373767430493
40,2015-02-27,28.68868064880371,29.159902278224834,28.639548277378903,29.032603841066763,248059200,,,71.26295334072427,30.253227058349015,25.54534338385069,1.0082481947668214,1.0146395403478037
41,2015-03-02,28.829370498657227,29.09513099327998,28.652943124085446,28.865103746677615,192386800,,,71.0562609612548,30.2584688869241,25.816817215370826,0.9557203852560896,1.002855709329461
42,2015-03-03,28.889671325683594,28.92540457543186,28.606044193335897,28.800341609023185,151265200,,,68.15044654472712,30.271461215760056,26.053870853636916,0.9084850405274913,0.9839815755690671
43,2015-03-04,28.706539154052734,28.934334347098382,28.65741019840567,28.831605520231744,126665200,,,60.06606985816403,30.226171767863086,26.330447876301953,0.8465153517293764,0.956488330801129
44,2015-03-05,28.230852127075195,28.75343806710463,28.085688798004263,28.715472771397522,226068400,,,49.86646445200267,30.14070877051358,26.579386291742278,0.7503701591887193,0.9152646964786472
45,2015-03-06,28.273283004760742,28.89189990804343,28.19735241394222,28.675271793047767,291368400,,,48.68847837916798,30.055340317418036,26.813490554163998,0.6698763016096869,0.8661870175048552
46,2015-03-09,28.393878936767578,28.9365669298524,27.929356988814586,28.577007552268586,354114000,,,48.09278262905833,29.88732980405343,27.164852965721963,0.6087975838191433,0.8147091307677128
47,2015-03-10,27.806533813476562,28.411751706689916,27.64797134290231,28.23085680575475,275426400,,,39.384773481767084,29.709138600554954,27.450018580231177,0.5071522813125213,0.7531977608766746
48,2015-03-11,27.29956817626953,27.864586790211806,27.27053619864821,27.86012098744489,275756000,,,35.77630153010723,29.699575019340458,27.46449472858435,0.38129443186418044,0.6788170950741758
49,2015-03-12,27.793127059936523,27.89362553089279,27.163343116592372,27.315205996029857,193450800,,,39.01697674358129,29.70805422827537,27.446412591487817,0.3177148376104064,0.606596643581422
50,2015-03-13,27.601064682006836,28.005288905234814,27.375504972178575,27.781961245231113,207309200,,,26.879647734316734,29.749920685658235,27.34045025550387,0.24895986794584246,0.5350692884543061
51,2015-03-16,27.90479850769043,27.90479850769043,27.440278135444775,27.665837910518682,143497200,26.67791305541992,,32.71088474468536,29.75818336416425,27.28461906503497,0.2164843436996975,0.4713522995033844
52,2015-03-17,28.371543884277344,28.43407535150905,28.061118597766587,28.116950508345568,204092400,26.758935317993163,,45.53346322212858,29.75107904241959,27.274079648986657,0.22580674826364344,0.42224318925543625
53,2015-03-18,28.690906524658203,28.84500316480817,28.221918750466266,28.362614571567367,261083600,26.860047760009767,,44.97162977494981,29.74631526186572,27.27326023862256,0.2560135522314333,0.38899726185063566
54,2015-03-19,28.47428321838379,28.86510671353808,28.45195078800316,28.75344285777971,183238000,26.956783142089844,,47.39127246194107,29.732963013380793,27.265396094590397,0.2594818266090222,0.363094174802313
55,2015-03-20,28.11695671081543,28.67527423591279,27.951694696124928,28.6417764452597,274780400,27.03974304199219,,41.765659818642135,29.687283162700442,27.23067833937475,0.23073739907479407,0.33662281965680924
56,2015-03-23,28.409515380859375,28.552444966857443,28.25541872876409,28.38941670651046,150838800,27.11013526916504,,44.73297034194057,29.47416774844628,27.314487341885748,0.2289253637272708,0.31508332847090154
57,2015-03-24,28.29338264465332,28.59487295012784,28.264348957509863,28.413979789156055,131369200,27.177671127319336,,45.40030450450068,29.274935314924047,27.39133646699734,0.21563269196303025,0.2951932011693273
58,2015-03-25,27.554174423217773,28.32242235154375,27.554174423217773,28.259890860420537,206620800,27.242701911926268,,42.88404312248927,29.252816675884986,27.292636014239527,0.1437926757145611,0.26491309607837404
59,2015-03-26,27.746232986450195,27.889162578221786,27.37997569455361,27.415708944424075,190291600,27.30725833892822,,44.62662965230195,29.123207925813944,27.284228445035666,0.1011900107553565,0.23216847901377055
60,2015-03-27,27.525131225585938,27.848955617286265,27.449200646951795,27.8199236379005,158184800,27.36926128387451,,41.32082647979305,29.082898801869433,27.2081826266584,0.049020944627148566,0.19553897213644617
61,2015-03-30,28.22191619873047,28.228615755721684,27.692629046312423,27.7037961105343,188398800,27.458458023071287,,54.06105039073951,28.99694859976047,27.233387398774685,0.06317308788720766,0.16906579528659849
62,2015-03-31,27.788667678833008,28.248722227049445,27.773034806918524,28.15939080017158,168362400,27.542682418823244,,54.851690161150984,28.87309641899629,27.24713921485381,0.03897989269586333,0.14304861476845146
63,2015-04-01,27.748464584350586,27.942760281749532,27.491637408392435,27.8757612953761,162485600,27.61395706176758,,49.51317844413361,28.776248991679147,27.248179185200733,0.01637381037702923,0.11771365389016702
64,2015-04-02,27.987424850463867,28.041023016701327,27.73506518490147,27.92265961866007,128880400,27.68631820678711,,54.16871091910688,28.757136670796548,27.242948778422203,0.017538253602054965,0.09767857383254462
65,2015-04-06,28.440773010253906,28.476506248490157,27.766324325163154,27.797590056692584,148776000,27.755066604614257,,55.60213507324711,28.781767924225697,27.235066525542372,0.05441522609947924,0.08902590428593155
66,2015-04-07,28.14151382446289,28.612733534299316,28.134814268491237,28.5055372310438,140049200,27.815249366760256,,47.50843523237278,28.75068317242274,27.240914766114855,0.05881479684091673,0.08298368279692858
67,2015-04-08,28.049957275390625,28.22862010735405,27.909261445321576,28.105789197397314,149316800,27.873067207336426,,42.6971839862307,28.75783852866178,27.258101756067227,0.05428784354322147,0.07724451494618716
68,2015-04-09,28.26434326171875,28.268810768312015,27.84002214350332,28.105780854748488,129936000,27.952790718078614,,47.606776317763504,28.734952568451355,27.377465224822572,0.06722443638125242,0.07524049923320021
69,2015-04-10,28.38495445251465,28.409520639391616,27.97403224267329,28.12812721943611,160752000,28.00747627258301,,53.229341435722525,28.767846756687895,27.403753775843846,0.08621525868101898,0.07743545112276397
70,2015-04-13,28.329120635986328,28.713246286719556,28.275522460843323,28.668578017032395,145460400,28.045073089599608,,48.97264180467959,28.772283733255154,27.472122394674532,0.0956576183246618,0.08107988456314354
71,2015-04-14,28.206283569335938,28.427377471187047,28.11918592000505,28.36261224663373,102098400,28.087954483032227,,48.88887158601445,28.780072740335655,27.494481893758582,0.09216639485597611,0.08329718662171005
72,2015-04-15,28.3134822845459,28.391646629805887,28.141520724973926,28.2308521354946,115881600,28.126439895629883,,61.548802521325314,28.773227173029962,27.495521301091134,0.09693224098864661,0.08602419749509738
73,2015-04-16,28.1772518157959,28.384946617793247,28.163852700781522,28.201817995892192,113476000,28.162111663818358,,56.6688977186608,28.69224690955944,27.525136093675425,0.08869413727790487,0.08655818545165887
74,2015-04-17,27.860130310058594,28.170555673798134,27.795365073211876,28.03879314990162,207828000,28.18739231109619,,55.033675148027356,28.644936284354586,27.511031428047758,0.055931581066477776,0.08043286457462266
75,2015-04-20,28.496612548828125,28.612742196487645,27.953926200723096,28.043257616383126,188217200,28.221606063842774,,54.20375085960604,28.69403680815529,27.49989648804832,0.08039902665946741,0.08042609699159162
76,2015-04-21,28.342514038085938,28.630605218971876,28.288914173119178,28.608274497684626,129740400,28.257249145507814,,59.26745089328173,28.6840175218959,27.503215640030373,0.0863596908493598,0.08161281576314526
77,2015-04-22,28.724403381347656,28.780235297985456,28.21075077059283,28.360379898256962,150618000,28.29700141906738,,64.65455861875,28.764769860643334,27.46556537495237,0.12050967802927914,0.08939218821637204
78,2015-04-23,28.958894729614258,29.126390459959783,28.61720371232613,28.652936952650087,183083600,28.33117046356201,,64.60705800837195,28.881697539447266,27.489109726788087,0.16459789886638987,0.10443333034637561
79,2015-04-24,29.095130920410156,29.173296974295226,28.86063616646502,29.142031234283216,178103600,28.35528995513916,,60.87612067107115,29.026993398279043,27.478703661352302,0.20813203697757032,0.12517307167261457
80,2015-04-27,29.62441635131836,29.731616094752106,29.289424820435556,29.548485755502007,387816800,28.382937812805174,,72.89660615627466,29.272943174240787,27.4426823979638,0.2820903044935079,0.15655651823679326
81,2015-04-28,29.157669067382812,30.046512514711317,28.936576786641215,30.028649294371498,475696000,28.398481521606445,,65.32762413908138,29.383909825979693,27.425291033090133,0.29958671018784955,0.18516255662700454
82,2015-04-29,28.728872299194336,29.387688266320986,28.65294170668969,29.0683313231756,253544400,28.40209934234619,,56.06773826910246,29.396074039463734,27.507147281642226,0.2756746167858992,0.2032649686587835
83,2015-04-30,27.949460983276367,28.72887415096198,27.822164267042012,28.72887415096198,332781600,28.386153793334962,,45.14679662730381,29.378493992135674,27.544826968862864,0.19162321793010761,0.20093661851304834
84,2015-05-01,28.7981014251709,29.061629839180103,27.982956819355962,28.161617927212657,234050400,28.388386878967285,,54.44155463173072,29.402276851566487,27.60211176690275,0.19128505501267767,0.1990063058129742
85,2015-05-04,28.742273330688477,29.15989843272447,28.644008600797655,28.920936166152686,203953200,28.384813690185545,,55.14143036391959,29.423101423990698,27.611437226521996,0.18438670268261959,0.1960823851869033
86,2015-05-05,28.09462547302246,28.68644251770801,28.090157964842682,28.619443525852404,197085600,28.352654609680176,,48.09785888110126,29.42508414317904,27.60476567218961,0.12521652115514215,0.18190921238055108
87,2015-05-06,27.918193817138672,28.306783504139773,27.549702803532718,28.26435069961003,288564000,28.320674171447752,,47.76408450124569,29.4344351410683,27.582238328475157,0.06335682779495855,0.15819873546343258
88,2015-05-07,28.09087371826172,28.27476727952215,27.812789436572668,27.98098482959033,175763600,28.307244338989257,,52.04245916297262,29.43854441675362,27.560782098444133,0.02794427578987424,0.13214784352872092
89,2015-05-08,28.62012481689453,28.62012481689453,28.281490992395174,28.40931940534275,222201600,28.297118911743166,,51.114442943742965,29.450144572142726,27.57269897949302,0.042100406437057813,0.1141383561103883
90,2015-05-11,28.32859230041504,28.606674900327775,28.173851975081664,28.568551017874455,168143200,28.28991714477539,,49.877425090591906,29.450139785572627,27.572650932505983,0.02945546011455491,0.09720177691122163
91,2015-05-12,28.227678298950195,28.454180240640554,27.99220401825435,28.16712698746962,192640000,28.27788330078125,,45.39889917178171,29.449793268842797,27.575136922197245,0.011162656353409517,0.07999395279965921
92,2015-05-13,28.259063720703125,28.52369115701061,28.227667390206616,28.29046005119963,138776800,28.26527114868164,,43.26410421634879,29.449816339819055,27.569671994836707,-0.000792841796581456,0.06383659388041107
93,2015-05-14,28.918394088745117,28.918394088745117,28.51696925361795,28.57303438501216,180814000,28.269508247375487,,48.45452540965643,29.490112752234992,27.60348980971569,0.04244550487326393,0.05955837607898165
94,2015-05-15,28.878023147583008,29.039490967944023,28.75243782551186,28.94530197639066,152832000,28.282451667785644,,42.86290094602013,29.49366457095,27.70172727475313,0.07261751901051383,0.06217020466528809
95,2015-05-18,29.19647216796875,29.3153299475111,28.786075082741206,28.790561250443744,203531600,28.300915451049804,,50.381869961490146,29.565927081358065,27.69945072625912,0.1208323520090957,0.07390263413404961
96,2015-05-19,29.169565200805664,29.351215660307822,29.073131405326226,29.30860561732461,178532800,28.316429176330566,,54.709485582716546,29.626243135680678,27.72183978820848,0.15508407447635264,0.09013892220251023
97,2015-05-20,29.167325973510742,29.373645264548497,29.005858107143048,29.153870888304162,145819600,28.34364501953125,,65.60722069099701,29.67359042244859,27.71878476065688,0.17997350187331307,0.10810583813667081
98,2015-05-21,29.465587615966797,29.519411369068177,29.115741775667175,29.169565528768555,158921600,28.386965408325196,,59.9588277578544,29.752400948311582,27.690643523429138,0.22121573696003693,0.13072781790134405
99,2015-05-22,29.723493576049805,29.81992739775114,29.46783667057702,29.51269152082581,182384000,28.42557273864746,,63.80714305651879,29.866729350358582,27.639151386946104,0.2715807471689615,0.15889840375486755
100,2015-05-26,29.068647384643555,29.806466408616938,28.956517125116992,29.736946195221503,282790400,28.454924392700196,,63.67814306300322,29.77318311504065,27.677120725596556,0.25570713309318904,0.17826014962253187
101,2015-05-27,29.611364364624023,29.6607019641253,29.1650880172417,29.230122077341694,183332800,28.489055709838865,,71.55921815414939,29.8533505235168,27.642322846844532,0.2836501616864737,0.19933815203532024
102,2015-05-28,29.553056716918945,29.5911806019937,29.400561176619927,29.57099797259141,122933200,28.5126859664917,,69.17658300834749,29.951558581803653,27.62653323033014,0.29765904510717434,0.21900233064969107
103,2015-05-29,29.216663360595703,29.4790477861014,29.131443258964264,29.42971019272997,203538000,28.52320110321045,,58.24048370336176,29.95903518142733,27.745776868438394,0.2784077424952436,0.23088341301880158
104,2015-06-01,29.27497100830078,29.4655938466424,29.1650855276555,29.216664496569496,128451200,28.53921485900879,,63.97349352123307,29.998392695361737,27.754106312816972,0.2648033976162729,0.23766740993829585
105,2015-06-02,29.144899368286133,29.301881051578466,29.001372768998277,29.122471946982635,134670400,28.559773712158204,,63.4273597728712,30.022841786801294,27.76991982513718,0.2407509350732724,0.23828411496529117
106,2015-06-03,29.1807804107666,29.364675696358162,29.13144281814176,29.301883018825503,123934000,28.575199012756347,,63.4754349968406,30.017550948680594,27.883826157032296,0.22202511812123404,0.23503231559647975
107,2015-06-04,29.010343551635742,29.283941683817417,28.909426993162494,29.059681144123864,153800400,28.589538230895997,,51.56851720983016,29.955010877966032,28.055581201196567,0.19122759051451155,0.22627137058008612
108,2015-06-05,28.851118087768555,29.08435097362452,28.786084034602492,29.04174092205789,142507200,28.61547710418701,,49.55892616375202,29.894685580147208,28.191930935966074,0.1522174952376254,0.211460595511594
109,2015-06-08,28.66050148010254,28.97670970451447,28.442968453828634,28.907186053502876,210699200,28.63376247406006,,40.829069385671694,29.892661136739907,28.197993045694172,0.10471347473408699,0.1901111713560926
110,2015-06-09,28.57527732849121,28.723290104771344,28.171609386855806,28.4138094674482,224301600,28.654765396118165,,40.030180352564884,29.86741458915229,28.24790809608941,0.059503401279595636,0.1639896173407932
111,2015-06-10,28.902698516845703,29.005856445482788,28.671708731208312,28.68740690004075,156349200,28.66838104248047,,45.99730539872309,29.806208685367466,28.376616021663786,0.049523371276240624,0.1410963681278827
112,2015-06-11,28.837656021118164,29.19422938430922,28.812987229969774,28.969968890939715,141563600,28.68936080932617,,39.7810805794064,29.732806379243605,28.507877557829147,0.035951315389063154,0.1200673575801188
113,2015-06-12,28.519208908081055,28.779351923337583,28.50575382486845,28.74795558852689,147544800,28.70477569580078,,30.780268872651376,29.764404852145407,28.436360566860937,-0.0004949518347814319,0.09595489569713876
114,2015-06-15,28.463144302368164,28.534907599105466,28.191789283112378,28.279250747543088,175955600,28.71429008483887,,38.053164617936694,29.796711540185377,28.362565994299487,-0.033516469325320486,0.07006062269264691
115,2015-06-16,28.615644454956055,28.67170958974671,28.33980494993042,28.487816016072244,125976400,28.71778751373291,,26.778269851126552,29.794299515620576,28.306895247563016,-0.04684082020889946,0.04668033411233764
116,2015-06-17,28.548368453979492,28.678438271522495,28.422781383597965,28.642557473536485,131672400,28.725924606323243,,26.666719823095406,29.793587371092716,28.245487717408263,-0.06211307445246561,0.024921652399376996
117,2015-06-18,28.678434371948242,28.77486646294574,28.530423320052066,28.5326664043,141628800,28.738494148254393,,36.17501609396327,29.780289767258772,28.209896161085958,-0.06299504572325176,0.0073383127748512435
118,2015-06-19,28.391382217407227,28.664980332574395,28.346530796646586,28.640311537864434,218867600,28.741034927368165,,29.690652408555223,29.737946654668235,28.144818733820536,-0.08586690396747443,-0.011302730573613891
119,2015-06-22,28.617881774902344,28.71879831280899,28.49902398684329,28.590969899673738,136157200,28.74569347381592,,38.400642120879596,29.60366797794341,28.16853623043061,-0.08473957003991828,-0.02599009846687477
120,2015-06-23,28.487810134887695,28.617881631382634,28.45417071876359,28.588728383260023,121075600,28.748867263793944,,35.3553105520962,29.59036190834631,28.12375857505213,-0.09326672334525554,-0.03944542344255093
121,2015-06-24,28.730018615722656,29.10901948506068,28.508001154789742,28.52818378261447,221123600,28.75934196472168,,44.25025331262495,29.455774768160943,28.170211140347355,-0.07956319856521787,-0.04746897846708432
122,2015-06-25,28.593219757080078,28.974462002785604,28.593219757080078,28.898214238033376,127752400,28.764936714172364,,44.66112877840839,29.311201709913345,28.21880050261107,-0.07883284509861,-0.053741751793389456
123,2015-06-26,28.425024032592773,28.703106628869005,28.371201980952378,28.631343323024424,176267200,28.769892158508302,,45.07959813543002,29.248032552310303,28.20280572741382,-0.09077957359414768,-0.061149316153541106
124,2015-06-29,27.927165985107422,28.36223199911009,27.915953984203853,28.135728364802574,196645600,28.77123287200928,,38.44928006222079,29.22774065767079,28.088317119733997,-0.13882019288612923,-0.07668349150005874
125,2015-06-30,28.128999710083008,28.283740030796153,28.00117127022454,28.160396048927392,177482800,28.763880615234374,,35.56486010788251,29.175322302498603,28.039145509085866,-0.1587761622150019,-0.09310202564304737
126,2015-07-01,28.391382217407227,28.467631685866746,28.254583159823643,28.458661059520214,120955200,28.7648579788208,,42.24479784688202,29.074439415608524,28.06108857664001,-0.15167096766087695,-0.10481581404661329
127,2015-07-02,28.355497360229492,28.41156248363332,28.20524152916869,28.35325427622124,108844000,28.757479858398437,,46.84526076070704,29.004547582573764,28.065495790534143,-0.147238385404318,-0.11330032831815423
128,2015-07-06,28.256826400756836,28.308407074792264,27.998926452523776,28.01911078965835,112241600,28.74343849182129,,46.08846144944977,28.965736134422595,28.04487806998414,-0.14995882188028276,-0.12063202703057994
129,2015-07-07,28.187314987182617,28.29047465649594,27.756733340561585,28.23216642219795,187787200,28.72528217315674,,41.6155538331265,28.956890466264134,28.006405088850613,-0.15592635556531675,-0.12769089273752732
130,2015-07-08,27.487613677978516,27.951832916507765,27.480886135691033,27.915952120650502,243046400,28.682546119689942,,33.35671580776973,29.075013872394514,27.77951531766896,-0.21464146382411897,-0.14508100695484566
131,2015-07-09,26.926958084106445,27.821756997294315,26.736337001884525,27.774662497755145,314380000,28.637931900024412,,25.790447767489937,29.225572950577728,27.43138219621182,-0.3029219354602759,-0.1766491926559317
132,2015-07-10,27.646833419799805,27.774661832909658,27.182614265772266,27.346325179179793,245418000,28.61629112243652,,40.808375450447485,29.181674220509258,27.356198666148458,-0.31120949260753505,-0.20356125264625238
133,2015-07-13,28.180572509765625,28.202998215389613,27.88006257929489,28.03928731348835,165762000,28.62091335296631,,44.98197875620588,29.157731064583402,27.34627818224277,-0.2715785687500514,-0.2171647158670122
134,2015-07-14,28.169368743896484,28.339807246544346,28.041540294653657,28.265800851990008,127072400,28.60833869934082,,46.24348338699625,29.138140071025312,27.33649161995369,-0.23832753487121394,-0.22139727966785255
135,2015-07-15,28.440731048583984,28.514737461966348,28.16264836581193,28.194044714948806,134596800,28.60230785369873,,46.6107111093234,29.117243441557733,27.339896908784063,-0.18791303633156886,-0.21470043100059583
136,2015-07-16,28.819719314575195,28.833177820731756,28.559577990959436,28.647039460284496,144889600,28.616809730529784,,52.5111579057775,29.15920060759759,27.32507482880378,-0.116040356298857,-0.19496841606024806
137,2015-07-17,29.068647384643555,29.068647384643555,28.774866652194998,28.947548210010208,184658800,28.639818801879883,,57.010238516466295,29.232802947962366,27.29049378970853,-0.038549944913938816,-0.16368472183098623
138,2015-07-20,29.61808204650879,29.819915101624726,29.310842874327708,29.371394159639777,235600800,28.670362968444824,,68.21255343932518,29.468019567999484,27.177947152581574,0.06643077714513268,-0.11766162203576246
139,2015-07-21,29.322063446044922,29.808708371380416,29.225633063478252,29.793011914147154,307025600,28.68440174102783,,62.594741091689606,29.58200572140899,27.134379166286323,0.12430956530660353,-0.06926738456728926
140,2015-07-22,28.081905364990234,28.14469804304387,27.35754306093514,27.35754306093514,461802400,28.679468002319336,,47.29200484269745,29.56611464085111,27.109679769854452,0.06930957161328877,-0.04155199333117365
141,2015-07-23,28.068449020385742,28.50127020482842,28.046021598396894,28.30167846812664,203998000,28.676283416748046,,47.478361927179186,29.524173191085296,27.08546426008658,0.024355115200069832,-0.02837057162492496
142,2015-07-24,27.920433044433594,28.198515593273896,27.785877082799374,28.10432659122713,168649200,28.669510803222657,,47.0702796014436,29.49414948757017,27.048209292337056,-0.022950706170572488,-0.027286598534054466
143,2015-07-27,27.532459259033203,27.72083895797499,27.386691311139504,27.604222546493947,177822000,28.64179210662842,,44.59646406954641,29.490344188746857,26.962758113804416,-0.09070160088127466,-0.03996959900349851
144,2015-07-28,27.66927146911621,27.78813102114175,27.4831364764532,27.66927146911621,134472400,28.617617073059083,,51.65244934352091,29.495445855984165,26.931866994967983,-0.13183535518210832,-0.05834275023922047
145,2015-07-29,27.581802368164062,27.696175718624897,27.42033451127161,27.6176848745722,148046800,28.585323677062988,,56.517892704900696,29.49868900838978,26.87390410837048,-0.16953785044895042,-0.08058177028116646
146,2015-07-30,27.442758560180664,27.487609976705915,27.294745805897968,27.431544850563416,134513200,28.55078754425049,,47.703206760764616,29.48810067656715,26.789630074470445,-0.2082366009336276,-0.10611273641165869
147,2015-07-31,27.202808380126953,27.503316728788384,27.115346892921167,27.494346100488766,171540000,28.511497192382812,,38.21634499125127,29.488722850480876,26.67373900254647,-0.2553243930164051,-0.135955067732608
148,2015-08-03,26.561416625976562,27.48761196075328,26.355095646541358,27.24765327198211,279904000,28.45341377258301,,33.17690876421929,29.555487814967695,26.437433060581622,-0.34047201229534707,-0.17685845664515581
149,2015-08-04,25.709228515625,26.395465229773528,25.397506497696607,26.332672551481785,496554400,28.37312847137451,,24.518752753466615,29.732558887376513,26.01255334101704,-0.47128390500865436,-0.23574354631785555
150,2015-08-05,25.87966537475586,26.337157058984335,25.139604945068488,25.330226052420674,397250400,28.30934883117676,,21.4628660969737,29.850635751563782,25.73368164650751,-0.5548049956652399,-0.29955583618733245
151,2015-08-06,25.93597984313965,26.244608041420463,25.708452719054694,26.125212245497046,211612000,28.23584114074707,,18.412181394647533,29.932300122329217,25.552919451645394,-0.6094268612867602,-0.361530041207218
152,2015-08-07,26.02383804321289,26.188289996847722,25.794057674314534,25.812080135836588,154681600,28.16525676727295,,10.038091093741585,29.98245483106588,25.34046520525004,-0.6382681034483575,-0.41687765365544593
